team,week_num,avg_temp
ARI,1,70.0
ARI,2,70.0
ARI,3,70.0
ARI,4,70.0
ARI,5,70.0
ARI,6,70.0
ARI,35,70.0
ARI,36,70.0
ARI,37,70.0
ARI,38,70.0
ARI,39,70.0
ARI,40,70.0
ARI,41,70.0
ARI,42,70.0
ARI,43,70.0
ARI,44,70.0
ARI,45,70.0
ARI,46,70.0
ARI,47,70.0
ARI,48,70.0
ARI,49,70.0
ARI,50,70.0
ARI,51,70.0
ARI,52,70.0
ARI,53,70.0
ATL,1,70.0
ATL,2,70.0
ATL,3,70.0
ATL,4,70.0
ATL,5,70.0
ATL,6,70.0
ATL,35,70.0
ATL,36,70.0
ATL,37,70.0
ATL,38,70.0
ATL,39,70.0
ATL,40,70.0
ATL,41,70.0
ATL,42,70.0
ATL,43,70.0
ATL,44,70.0
ATL,45,70.0
ATL,46,70.0
ATL,47,70.0
ATL,48,70.0
ATL,49,70.0
ATL,50,70.0
ATL,51,70.0
ATL,52,70.0
ATL,53,70.0
BAL,1,40.22461538461539
BAL,2,36.368
BAL,3,33.40914285714286
BAL,4,35.38914285714285
BAL,5,36.62685714285714
BAL,6,39.45
BAL,35,74.0381818181818
BAL,36,74.86273684210528
BAL,37,72.44306122448981
BAL,38,69.9741935483871
BAL,39,65.3632967032967
BAL,40,64.99538461538461
BAL,41,61.31061224489797
BAL,42,56.942857142857136
BAL,43,59.330309278350526
BAL,44,54.06285714285715
BAL,45,56.077755102040825
BAL,46,49.34612244897959
BAL,47,44.65877551020407
BAL,48,43.78632653061225
BAL,49,42.28387755102042
BAL,50,41.956842105263156
BAL,51,39.46448979591837
BAL,52,40.16061224489796
BAL,53,46.892631578947366
BUF,1,31.502857142857145
BUF,2,28.807647058823527
BUF,3,24.80524271844661
BUF,4,26.483636363636364
BUF,5,25.839411764705893
BUF,6,29.779999999999998
BUF,35,67.69142857142857
BUF,36,67.95959183673469
BUF,37,65.68755102040818
BUF,38,64.53153846153847
BUF,39,62.365825242718444
BUF,40,60.474545454545456
BUF,41,56.601818181818174
BUF,42,51.459799999999994
BUF,43,53.42873786407767
BUF,44,47.74914285714286
BUF,45,51.869902912621356
BUF,46,42.83428571428572
BUF,47,39.57572815533981
BUF,48,38.14942307692308
BUF,49,36.099411764705884
BUF,50,37.1958762886598
BUF,51,32.1550495049505
BUF,52,35.8358
BUF,53,38.66
CAR,1,45.65942857142858
CAR,2,40.76342857142857
CAR,3,39.882285714285715
CAR,4,42.44171428571428
CAR,5,45.02685714285714
CAR,6,48.788000000000004
CAR,35,74.81652173913044
CAR,36,74.8557281553398
CAR,37,72.72457142857142
CAR,38,69.56342857142856
CAR,39,67.51657142857144
CAR,40,66.81885714285714
CAR,41,64.4276923076923
CAR,42,57.896
CAR,43,61.33142857142858
CAR,44,57.43192307692308
CAR,45,60.60285714285715
CAR,46,53.584117647058825
CAR,47,48.337142857142865
CAR,48,48.43485714285715
CAR,49,47.03257142857143
CAR,50,46.539411764705875
CAR,51,43.97428571428571
CAR,52,45.74342857142857
CAR,53,49.760000000000005
CHI,1,29.071142857142853
CHI,2,28.56457142857143
CHI,3,23.223714285714287
CHI,4,26.095999999999997
CHI,5,28.939999999999998
CHI,6,28.466
CHI,35,74.10875000000001
CHI,36,71.39942857142859
CHI,37,69.47085714285714
CHI,38,69.422
CHI,39,65.06857142857143
CHI,40,63.250571428571426
CHI,41,60.157142857142844
CHI,42,52.16771428571429
CHI,43,54.56685714285715
CHI,44,49.49085714285714
CHI,45,54.98857142857143
CHI,46,42.386
CHI,47,40.99742857142857
CHI,48,35.990857142857145
CHI,49,35.17571428571429
CHI,50,37.30228571428571
CHI,51,31.627142857142854
CHI,52,35.36599999999999
CHI,53,34.23714285714286
CIN,1,35.57257142857143
CIN,2,31.506285714285713
CIN,3,28.535428571428575
CIN,4,31.825142857142858
CIN,5,34.16514285714286
CIN,6,37.092
CIN,35,72.79739130434783
CIN,36,71.37980582524271
CIN,37,69.49884615384616
CIN,38,67.86285714285715
CIN,39,64.23542857142857
CIN,40,62.40457142857142
CIN,41,60.68342857142857
CIN,42,52.49428571428571
CIN,43,56.51942857142858
CIN,44,50.831428571428575
CIN,45,56.083999999999996
CIN,46,44.68228571428572
CIN,47,42.18285714285714
CIN,48,40.670857142857145
CIN,49,38.26571428571429
CIN,50,41.68257425742574
CIN,51,35.370285714285714
CIN,52,41.00857142857142
CIN,53,44.16285714285715
CLE,1,33.50857142857143
CLE,2,30.625142857142862
CLE,3,26.701142857142855
CLE,4,28.079428571428572
CLE,5,29.192
CLE,6,31.962000000000003
CLE,35,71.08347826086955
CLE,36,70.27009708737864
CLE,37,68.06990291262137
CLE,38,66.84628571428571
CLE,39,63.74514285714285
CLE,40,61.322857142857146
CLE,41,59.21257142857142
CLE,42,52.593714285714285
CLE,43,56.16971428571429
CLE,44,50.552
CLE,45,55.71542857142857
CLE,46,44.08057142857143
CLE,47,41.421714285714295
CLE,48,39.28742857142856
CLE,49,37.711999999999996
CLE,50,39.74712871287129
CLE,51,34.30914285714286
CLE,52,38.45257142857143
CLE,53,40.88
DAL,1,70.0
DAL,2,70.0
DAL,3,70.0
DAL,4,70.0
DAL,5,70.0
DAL,6,70.0
DAL,35,70.0
DAL,36,70.0
DAL,37,70.0
DAL,38,70.0
DAL,39,70.0
DAL,40,70.0
DAL,41,70.0
DAL,42,70.0
DAL,43,70.0
DAL,44,70.0
DAL,45,70.0
DAL,46,70.0
DAL,47,70.0
DAL,48,70.0
DAL,49,70.0
DAL,50,70.0
DAL,51,70.0
DAL,52,70.0
DAL,53,70.0
DEN,1,29.233142857142862
DEN,2,30.081714285714284
DEN,3,28.31771428571428
DEN,4,29.491999999999997
DEN,5,34.14114285714285
DEN,6,33.82600000000001
DEN,35,74.17478260869566
DEN,36,72.35705882352943
DEN,37,65.56554455445544
DEN,38,65.19485148514852
DEN,39,65.36857142857143
DEN,40,59.85714285714285
DEN,41,57.16365384615385
DEN,42,54.304571428571435
DEN,43,46.6516504854369
DEN,44,45.465384615384615
DEN,45,44.56571428571429
DEN,46,40.775000000000006
DEN,47,39.51885714285715
DEN,48,37.050285714285714
DEN,49,39.068
DEN,50,33.22470588235294
DEN,51,35.984
DEN,52,34.68457142857143
DEN,53,30.791428571428572
DET,1,70.0
DET,2,70.0
DET,3,70.0
DET,4,70.0
DET,5,70.0
DET,6,70.0
DET,35,70.0
DET,36,70.0
DET,37,70.0
DET,38,70.0
DET,39,70.0
DET,40,70.0
DET,41,70.0
DET,42,70.0
DET,43,70.0
DET,44,70.0
DET,45,70.0
DET,46,70.0
DET,47,70.0
DET,48,70.0
DET,49,70.0
DET,50,70.0
DET,51,70.0
DET,52,70.0
DET,53,70.0
GB,1,23.43714285714286
GB,2,23.04114285714286
GB,3,17.912
GB,4,19.94514285714286
GB,5,22.521714285714282
GB,6,21.34
GB,35,66.48636363636365
GB,36,63.90235294117646
GB,37,62.325631067961154
GB,38,62.83485714285714
GB,39,59.26571428571429
GB,40,57.367999999999995
GB,41,53.08914285714285
GB,42,46.290285714285716
GB,43,46.99657142857143
GB,44,43.96742857142857
GB,45,48.66457142857143
GB,46,37.34685714285715
GB,47,34.02326923076923
GB,48,30.076571428571427
GB,49,29.27428571428571
GB,50,31.350515463917525
GB,51,24.866857142857146
GB,52,27.494857142857143
GB,53,28.768571428571427
HOU,1,70.0
HOU,2,70.0
HOU,3,70.0
HOU,4,70.0
HOU,5,70.0
HOU,6,70.0
HOU,35,70.0
HOU,36,70.0
HOU,37,70.0
HOU,38,70.0
HOU,39,70.0
HOU,40,70.0
HOU,41,70.0
HOU,42,70.0
HOU,43,70.0
HOU,44,70.0
HOU,45,70.0
HOU,46,70.0
HOU,47,70.0
HOU,48,70.0
HOU,49,70.0
HOU,50,70.0
HOU,51,70.0
HOU,52,70.0
HOU,53,70.0
IND,1,70.0
IND,2,70.0
IND,3,70.0
IND,4,70.0
IND,5,70.0
IND,6,70.0
IND,35,70.0
IND,36,70.0
IND,37,70.0
IND,38,70.0
IND,39,70.0
IND,40,70.0
IND,41,70.0
IND,42,70.0
IND,43,70.0
IND,44,70.0
IND,45,70.0
IND,46,70.0
IND,47,70.0
IND,48,70.0
IND,49,70.0
IND,50,70.0
IND,51,70.0
IND,52,70.0
IND,53,70.0
JAX,1,57.71824175824175
JAX,2,53.058021978021976
JAX,3,51.82571428571428
JAX,4,56.14373626373627
JAX,5,58.30967032967033
JAX,6,59.89307692307692
JAX,35,80.4578947368421
JAX,36,80.6206896551724
JAX,37,79.50999999999999
JAX,38,78.06021978021978
JAX,39,76.58263736263737
JAX,40,74.51164835164836
JAX,41,73.68879120879122
JAX,42,67.83582417582419
JAX,43,71.69494505494504
JAX,44,69.07406593406594
JAX,45,69.73274725274726
JAX,46,65.97648351648351
JAX,47,61.862197802197805
JAX,48,60.32725274725274
JAX,49,58.806153846153855
JAX,50,61.31857142857143
JAX,51,56.472087912087915
JAX,52,55.1112087912088
JAX,53,63.38000000000001
KC,1,29.048
KC,2,28.682857142857138
KC,3,24.26
KC,4,29.125142857142855
KC,5,32.226285714285716
KC,6,31.718000000000004
KC,35,68.0675
KC,36,67.26457142857143
KC,37,65.92742857142859
KC,38,66.93058823529411
KC,39,63.80857142857142
KC,40,59.59657142857143
KC,41,59.658285714285725
KC,42,50.02571428571429
KC,43,52.58171428571429
KC,44,47.834857142857146
KC,45,52.50411764705882
KC,46,41.10588235294118
KC,47,40.85374999999999
KC,48,36.99885714285714
KC,49,37.33314285714286
KC,50,40.075172413793105
KC,51,32.69428571428572
KC,52,36.3097142857143
KC,53,35.44571428571429
LV,1,70.0
LV,2,70.0
LV,3,70.0
LV,4,70.0
LV,5,70.0
LV,6,70.0
LV,35,70.0
LV,36,70.0
LV,37,70.0
LV,38,70.0
LV,39,70.0
LV,40,70.0
LV,41,70.0
LV,42,70.0
LV,43,70.0
LV,44,70.0
LV,45,70.0
LV,46,70.0
LV,47,70.0
LV,48,70.0
LV,49,70.0
LV,50,70.0
LV,51,70.0
LV,52,70.0
LV,53,70.0
LAC,1,70.0
LAC,2,70.0
LAC,3,70.0
LAC,4,70.0
LAC,5,70.0
LAC,6,70.0
LAC,35,70.0
LAC,36,70.0
LAC,37,70.0
LAC,38,70.0
LAC,39,70.0
LAC,40,70.0
LAC,41,70.0
LAC,42,70.0
LAC,43,70.0
LAC,44,70.0
LAC,45,70.0
LAC,46,70.0
LAC,47,70.0
LAC,48,70.0
LAC,49,70.0
LAC,50,70.0
LAC,51,70.0
LAC,52,70.0
LAC,53,70.0
LAR,1,70.0
LAR,2,70.0
LAR,3,70.0
LAR,4,70.0
LAR,5,70.0
LAR,6,70.0
LAR,35,70.0
LAR,36,70.0
LAR,37,70.0
LAR,38,70.0
LAR,39,70.0
LAR,40,70.0
LAR,41,70.0
LAR,42,70.0
LAR,43,70.0
LAR,44,70.0
LAR,45,70.0
LAR,46,70.0
LAR,47,70.0
LAR,48,70.0
LAR,49,70.0
LAR,50,70.0
LAR,51,70.0
LAR,52,70.0
LAR,53,70.0
MIA,1,69.75252747252748
MIA,2,67.63208791208791
MIA,3,67.73296703296703
MIA,4,69.32131868131867
MIA,5,68.73186813186814
MIA,6,71.88153846153845
MIA,35,82.45400000000001
MIA,36,83.6438202247191
MIA,37,82.79164835164835
MIA,38,81.87780219780218
MIA,39,81.91340659340659
MIA,40,81.20725274725275
MIA,41,80.97978021978022
MIA,42,77.70813186813186
MIA,43,78.64571428571429
MIA,44,78.93252747252747
MIA,45,77.3342857142857
MIA,46,76.26219780219782
MIA,47,74.07252747252747
MIA,48,73.10923076923078
MIA,49,70.94725274725276
MIA,50,72.52689655172414
MIA,51,71.08769230769231
MIA,52,67.69538461538461
MIA,53,72.40000000000002
MIN,1,70.0
MIN,2,70.0
MIN,3,70.0
MIN,4,70.0
MIN,5,70.0
MIN,6,70.0
MIN,35,70.0
MIN,36,70.0
MIN,37,70.0
MIN,38,70.0
MIN,39,70.0
MIN,40,70.0
MIN,41,70.0
MIN,42,70.0
MIN,43,70.0
MIN,44,70.0
MIN,45,70.0
MIN,46,70.0
MIN,47,70.0
MIN,48,70.0
MIN,49,70.0
MIN,50,70.0
MIN,51,70.0
MIN,52,70.0
MIN,53,70.0
NE,1,33.55423076923077
NE,2,31.00057142857143
NE,3,27.919999999999998
NE,4,28.809714285714286
NE,5,27.138285714285715
NE,6,30.731999999999996
NE,35,64.94818181818181
NE,36,68.11625
NE,37,66.0934693877551
NE,38,61.6430612244898
NE,39,60.37204081632654
NE,40,58.469183673469395
NE,41,55.18812499999999
NE,42,52.90204081632653
NE,43,55.50836734693878
NE,44,47.50755102040816
NE,45,50.378367346938774
NE,46,44.35387755102041
NE,47,39.54163265306123
NE,48,39.41673469387755
NE,49,36.69469387755102
NE,50,37.181290322580644
NE,51,33.81285714285714
NE,52,33.84775510204082
NE,53,41.985263157894735
NO,1,70.0
NO,2,70.0
NO,3,70.0
NO,4,70.0
NO,5,70.0
NO,6,70.0
NO,35,70.0
NO,36,70.0
NO,37,70.0
NO,38,70.0
NO,39,70.0
NO,40,70.0
NO,41,70.0
NO,42,70.0
NO,43,70.0
NO,44,70.0
NO,45,70.0
NO,46,70.0
NO,47,70.0
NO,48,70.0
NO,49,70.0
NO,50,70.0
NO,51,70.0
NO,52,70.0
NO,53,70.0
NYG,1,38.517714285714284
NYG,2,35.73885714285714
NYG,3,31.84914285714286
NYG,4,33.62171428571429
NYG,5,33.06285714285714
NYG,6,36.862
NYG,35,71.21652173913044
NYG,36,73.44543689320389
NYG,37,71.14307692307692
NYG,38,67.75657142857143
NYG,39,64.53714285714287
NYG,40,63.57864077669903
NYG,41,60.535999999999994
NYG,42,57.41942857142856
NYG,43,59.69942857142857
NYG,44,53.04457142857143
NYG,45,56.25714285714287
NYG,46,48.96114285714287
NYG,47,44.36342857142858
NYG,48,44.10971428571429
NYG,49,41.19885714285714
NYG,50,41.350816326530605
NYG,51,37.091428571428565
NYG,52,38.40457142857143
NYG,53,45.16571428571428
NYJ,1,38.517714285714284
NYJ,2,35.73885714285714
NYJ,3,31.84914285714286
NYJ,4,33.62171428571429
NYJ,5,33.06285714285714
NYJ,6,36.862
NYJ,35,71.21652173913044
NYJ,36,73.44543689320389
NYJ,37,71.14307692307692
NYJ,38,67.75657142857143
NYJ,39,64.53714285714287
NYJ,40,63.57864077669903
NYJ,41,60.535999999999994
NYJ,42,57.41942857142856
NYJ,43,59.69942857142857
NYJ,44,53.04457142857143
NYJ,45,56.25714285714287
NYJ,46,48.96114285714287
NYJ,47,44.36342857142858
NYJ,48,44.10971428571429
NYJ,49,41.19885714285714
NYJ,50,41.350816326530605
NYJ,51,37.091428571428565
NYJ,52,38.40457142857143
NYJ,53,45.16571428571428
PHI,1,38.745714285714286
PHI,2,35.36857142857143
PHI,3,31.684571428571424
PHI,4,33.297714285714285
PHI,5,33.80171428571428
PHI,6,36.589999999999996
PHI,35,71.825
PHI,36,72.90114285714286
PHI,37,70.98545454545454
PHI,38,66.89085714285714
PHI,39,64.364
PHI,40,63.10228571428572
PHI,41,59.83485714285714
PHI,42,56.324
PHI,43,58.592000000000006
PHI,44,51.752
PHI,45,54.59257142857143
PHI,46,47.639428571428574
PHI,47,43.583428571428584
PHI,48,43.235428571428564
PHI,49,40.57314285714285
PHI,50,41.05485714285714
PHI,51,36.90114285714286
PHI,52,38.255
PHI,53,45.371428571428574
PIT,1,33.699120879120876
PIT,2,29.262417582417584
PIT,3,25.373626373626372
PIT,4,29.90725274725275
PIT,5,30.528351648351652
PIT,6,34.50153846153846
PIT,35,68.70105263157895
PIT,36,68.88758620689656
PIT,37,66.34637362637362
PIT,38,64.27142857142857
PIT,39,61.6287912087912
PIT,40,59.66263736263736
PIT,41,56.212967032967036
PIT,42,50.551868131868126
PIT,43,54.78483516483517
PIT,44,49.08813186813186
PIT,45,53.65538461538462
PIT,46,42.67142857142858
PIT,47,39.82901098901099
PIT,48,38.18131868131868
PIT,49,36.681978021978026
PIT,50,38.06827586206897
PIT,51,32.97516483516484
PIT,52,37.60571428571429
PIT,53,42.440000000000005
SF,1,51.27398058252428
SF,2,52.39142857142858
SF,3,51.976571428571425
SF,4,51.114285714285714
SF,5,52.07942857142857
SF,6,51.11800000000001
SF,35,66.18285714285715
SF,36,71.31685393258428
SF,37,66.48285714285714
SF,38,66.12483516483518
SF,39,66.42747252747252
SF,40,69.86329670329671
SF,41,63.83428571428571
SF,42,65.1912087912088
SF,43,60.44
SF,44,58.865494505494496
SF,45,57.051648351648346
SF,46,55.75604395604396
SF,47,54.57714285714286
SF,48,52.47648351648351
SF,49,52.71978021978023
SF,50,49.945581395348825
SF,51,50.6389010989011
SF,52,52.85428571428572
SF,53,50.730588235294114
SEA,1,42.930285714285716
SEA,2,42.60971428571429
SEA,3,40.593714285714285
SEA,4,40.831999999999994
SEA,5,42.70057142857143
SEA,6,42.368
SEA,35,66.515
SEA,36,66.812
SEA,37,63.63028571428572
SEA,38,61.11371428571428
SEA,39,59.80742857142858
SEA,40,57.99714285714286
SEA,41,56.21257142857142
SEA,42,56.435428571428574
SEA,43,49.360571428571426
SEA,44,49.23028571428571
SEA,45,46.64342857142857
SEA,46,45.48628571428571
SEA,47,43.95542857142858
SEA,48,42.71942857142857
SEA,49,42.50514285714285
SEA,50,41.84685714285715
SEA,51,41.69085714285714
SEA,52,42.37828571428571
SEA,53,42.24285714285714
TB,1,63.74514285714285
TB,2,59.81257142857143
TB,3,58.76685714285715
TB,4,60.943999999999996
TB,5,61.90742857142857
TB,6,65.282
TB,35,82.0325
TB,36,82.50457142857144
TB,37,80.5502857142857
TB,38,80.74228571428574
TB,39,79.39142857142858
TB,40,76.0262857142857
TB,41,78.61142857142856
TB,42,73.97085714285714
TB,43,76.64342857142857
TB,44,74.36685714285714
TB,45,73.796
TB,46,71.79028571428572
TB,47,67.86285714285715
TB,48,66.19485714285715
TB,49,64.31771428571429
TB,50,67.0802
TB,51,63.53257142857143
TB,52,61.36914285714286
TB,53,68.85714285714286
TEN,1,41.654857142857146
TEN,2,37.66742857142857
TEN,3,34.32457142857143
TEN,4,40.00571428571429
TEN,5,41.917142857142856
TEN,6,46.688
TEN,35,75.77130434782609
TEN,36,74.55514563106797
TEN,37,72.89257142857143
TEN,38,71.69085714285714
TEN,39,67.65714285714286
TEN,40,66.35942857142857
TEN,41,64.70685714285715
TEN,42,56.881142857142855
TEN,43,61.8290909090909
TEN,44,55.59714285714286
TEN,45,60.27028571428571
TEN,46,50.30685714285715
TEN,47,47.18342857142857
TEN,48,45.433142857142855
TEN,49,45.194857142857146
TEN,50,47.035999999999994
TEN,51,40.71371428571428
TEN,52,46.88297029702971
TEN,53,51.36800000000001
WAS,1,40.49257142857143
WAS,2,36.66457142857143
WAS,3,33.379999999999995
WAS,4,35.848571428571425
WAS,5,37.30914285714286
WAS,6,40.724000000000004
WAS,35,72.89
WAS,36,73.77038461538461
WAS,37,71.756
WAS,38,68.27436893203884
WAS,39,65.64457142857142
WAS,40,63.92171428571428
WAS,41,61.08971428571429
WAS,42,56.72342857142857
WAS,43,59.480582524271846
WAS,44,54.02514285714286
WAS,45,56.62057142857144
WAS,46,49.80457142857144
WAS,47,45.040571428571425
WAS,48,44.86057142857143
WAS,49,42.417714285714275
WAS,50,42.134174757281556
WAS,51,39.366285714285716
WAS,52,40.784000000000006
WAS,53,47.54857142857143
